Nouns,Errors_in_non_count_form,Type,Condition_label,Intervening_noun_base_form,Intervening_noun_plural_form,Intervening_noun_count_form,Gender_of_intervening_noun,Number_of_intervening_noun,Gender_of_target_noun,Number_of_target_noun,Beginning,Condition_beginning,Numeral,First_adjective,Second_adjective,Condition_end,Target_noun_base_form,Target_noun_plural_form,Target_noun_count_form,Target_noun_other_plural_forms,Group,Final_sentence,Target_noun_after_final_sentence,Audio_files_numbering,File_prefix_of_all_audio_files,All_audio_files_original_name,Path_of_audio_files_final_name,Output_audio_file_partial_filename,Number_of_words_in_condition,All_columns_with_multiple_spaces,All_columns_with_a_final_space
,,filler2,A2,химикал,химикали,химикала,m,sg,m,pl,Участниците дискутираха,замърсените с,,разтворими,канцерогенни,химикали,язовир,язовири,язовира,,A,Участниците дискутираха замърсените с разтворими канцерогенни химикали,язовир,STE-018,Fillers2,STE-018_mono.wav,Fillers2/mono/STE-018_mono.wav,filler2_A2_язовир_химикал__разтворими_канцерогенни_A,5,,
,,filler2,A0,предприемач,предприемачи,предприемача,m,sg,m,pl,Агенцията рекламираше,построените от,,,,предприемачите,курорт,курорти,курорта,,A,Агенцията рекламираше построените от предприемачите,курорт,STE-019,Fillers2,STE-019_mono.wav,Fillers2/mono/STE-019_mono.wav,filler2_A0_курорт_предприемач____A,3,,
,,filler2,A1,предприемач,предприемачи,предприемача,m,sg,m,pl,Агенцията рекламираше,построените от,,богатите,,предприемачи,курорт,курорти,курорта,,A,Агенцията рекламираше построените от богатите предприемачи,курорт,STE-020,Fillers2,STE-020_mono.wav,Fillers2/mono/STE-020_mono.wav,filler2_A1_курорт_предприемач__богатите__B,4,,
,,filler2,A2,предприемач,предприемачи,предприемача,m,sg,m,pl,Агенцията рекламираше,построените от,,богатите,турски,предприемачи,курорт,курорти,курорта,,A,Агенцията рекламираше построените от богатите турски предприемачи,курорт,STE-021,Fillers2,STE-021_mono.wav,Fillers2/mono/STE-021_mono.wav,filler2_A2_курорт_предприемач__богатите_турски_C,5,,
,,filler2,A0,препарат,препарати,препарата,m,sg,m,pl,Икономката прибра,изпраните с,,,,препаратите,пуловер,пуловери,пуловера,,A,Икономката прибра изпраните с препаратите,пуловер,STE-022,Fillers2,STE-022_mono.wav,Fillers2/mono/STE-022_mono.wav,filler2_A0_пуловер_препарат____C,3,,
,,filler2,A1,препарат,препарати,препарата,m,sg,m,pl,Икономката прибра,изпраните с,,екологичните,,препарати,пуловер,пуловери,пуловера,,A,Икономката прибра изпраните с екологичните препарати,пуловер,STE-023,Fillers2,STE-023_mono.wav,Fillers2/mono/STE-023_mono.wav,filler2_A1_пуловер_препарат__екологичните__A,4,,
,,filler2,A2,препарат,препарати,препарата,m,sg,m,pl,Икономката прибра,изпраните с,,екологичните,течни,препарати,пуловер,пуловери,пуловера,,A,Икономката прибра изпраните с екологичните течни препарати,пуловер,STE-024,Fillers2,STE-024_mono.wav,Fillers2/mono/STE-024_mono.wav,filler2_A2_пуловер_препарат__екологичните_течни_B,5,,
,,filler2,A0,учител,учители,учителя,m,sg,m,pl,Приятелите съжалиха,порицаните от,,,,учителите,ученик,ученици,ученика,,A,Приятелите съжалиха порицаните от учителите,ученик,STE-025,Fillers2,STE-025_mono.wav,Fillers2/mono/STE-025_mono.wav,filler2_A0_ученик_учител____B,3,,
,,filler2,A1,учител,учители,учителя,m,sg,m,pl,Приятелите съжалиха,порицаните от,,строгите,,учители,ученик,ученици,ученика,,A,Приятелите съжалиха порицаните от строгите учители,ученик,STE-026,Fillers2,STE-026_mono.wav,Fillers2/mono/STE-026_mono.wav,filler2_A1_ученик_учител__строгите__C,4,,
,,filler2,A2,учител,учители,учителя,m,sg,m,pl,Приятелите съжалиха,порицаните от,,строгите,гимназиални,учители,ученик,ученици,ученика,,A,Приятелите съжалиха порицаните от строгите гимназиални учители,ученик,STE-027,Fillers2,STE-027_mono.wav,Fillers2/mono/STE-027_mono.wav,filler2_A2_ученик_учител__строгите_гимназиални_A,5,,
,,filler2,A0,ученик,ученици,ученика,m,sg,m,pl,Психолозите лекуваха,травмираните от,,,,учениците,учител,учители,учителя,,A,Психолозите лекуваха травмираните от учениците,учител,STE-028,Fillers2,STE-028_mono.wav,Fillers2/mono/STE-028_mono.wav,filler2_A0_учител_ученик____A,3,,
,,filler2,A1,ученик,ученици,ученика,m,sg,m,pl,Психолозите лекуваха,травмираните от,,шумните,,ученици,учител,учители,учителя,,A,Психолозите лекуваха травмираните от шумните ученици,учител,STE-029,Fillers2,STE-029_mono.wav,Fillers2/mono/STE-029_mono.wav,filler2_A1_учител_ученик__шумните__B,4,,
,,filler2,A2,ученик,ученици,ученика,m,sg,m,pl,Психолозите лекуваха,травмираните от,,шумните,невъзпитани,ученици,учител,учители,учителя,,A,Психолозите лекуваха травмираните от шумните невъзпитани ученици,учител,STE-030,Fillers2,STE-030_mono.wav,Fillers2/mono/STE-030_mono.wav,filler2_A2_учител_ученик__шумните_невъзпитани_C,5,,
,,filler2,A0,редактор,редактори,редактора,m,sg,m,pl,Печатницата издаде,поправените от,,,,редакторите,роман,романи,романа,,A,Печатницата издаде поправените от редакторите,роман,STE-031,Fillers2,STE-031_mono.wav,Fillers2/mono/STE-031_mono.wav,filler2_A0_роман_редактор____C,3,,
,,filler2,A1,редактор,редактори,редактора,m,sg,m,pl,Печатницата издаде,поправените от,,внимателните,,редактори,роман,романи,романа,,A,Печатницата издаде поправените от внимателните редактори,роман,STE-032,Fillers2,STE-032_mono.wav,Fillers2/mono/STE-032_mono.wav,filler2_A1_роман_редактор__внимателните__A,4,,
,,filler2,A2,редактор,редактори,редактора,m,sg,m,pl,Печатницата издаде,поправените от,,внимателните,дългогодишни,редактори,роман,романи,романа,,A,Печатницата издаде поправените от внимателните дългогодишни редактори,роман,STE-033,Fillers2,STE-033_mono.wav,Fillers2/mono/STE-033_mono.wav,filler2_A2_роман_редактор__внимателните_дългогодишни_B,5,,
,,filler2,A0,тир,тирове,тира,m,sg,m,pl,Полицията идентифицира,превозените от,,,,тировете,емигрант,емигранти,емигранта,,A,Полицията идентифицира превозените от тировете,емигрант,STE-034,Fillers2,STE-034_mono.wav,Fillers2/mono/STE-034_mono.wav,filler2_A0_емигрант_тир____B,3,,
,,filler2,A1,тир,тирове,тира,m,sg,m,pl,Полицията идентифицира,превозените от,,големите,,тирове,емигрант,емигранти,емигранта,,A,Полицията идентифицира превозените от големите тирове,емигрант,STE-035,Fillers2,STE-035_mono.wav,Fillers2/mono/STE-035_mono.wav,filler2_A1_емигрант_тир__големите__C,4,,
,,filler2,A2,тир,тирове,тира,m,sg,m,pl,Полицията идентифицира,превозените от,,големите,немски,тирове,емигрант,емигранти,емигранта,,A,Полицията идентифицира превозените от големите немски тирове,емигрант,STE-036,Fillers2,STE-036_mono.wav,Fillers2/mono/STE-036_mono.wav,filler2_A2_емигрант_тир__големите_немски_A,5,,
,,filler2,A0,дама,дами,дами,f,sg,m,pl,Служителите показаха,съхраняваните от,,,,дамите,гирлянд,гирлянди,гирлянда,,A,Служителите показаха съхраняваните от дамите,гирлянд,STE-037,Fillers2,STE-037_mono.wav,Fillers2/mono/STE-037_mono.wav,filler2_A0_гирлянд_дама____A,3,,
,,filler2,A1,дама,дами,дами,f,sg,m,pl,Служителите показаха,съхраняваните от,,елегантните,,дами,гирлянд,гирлянди,гирлянда,,A,Служителите показаха съхраняваните от елегантните дами,гирлянд,STE-038,Fillers2,STE-038_mono.wav,Fillers2/mono/STE-038_mono.wav,filler2_A1_гирлянд_дама__елегантните__B,4,,
,,filler2,A2,дама,дами,дами,f,sg,m,pl,Служителите показаха,съхраняваните от,,елегантните,миловидни,дами,гирлянд,гирлянди,гирлянда,,A,Служителите показаха съхраняваните от елегантните миловидни дами,гирлянд,STE-039,Fillers2,STE-039_mono.wav,Fillers2/mono/STE-039_mono.wav,filler2_A2_гирлянд_дама__елегантните_миловидни_C,5,,
,,filler2,A0,компания,компании,компании,f,sg,m,pl,Аптекарите продаваха,рекламираните от,,,,компаниите,крем,кремове,крема,,A,Аптекарите продаваха рекламираните от компаниите,крем,STE-040,Fillers2,STE-040_mono.wav,Fillers2/mono/STE-040_mono.wav,filler2_A0_крем_компания____C,3,,
,,filler2,A1,компания,компании,компании,f,sg,m,pl,Аптекарите продаваха,рекламираните от,,френските,,компании,крем,кремове,крема,,A,Аптекарите продаваха рекламираните от френските компании,крем,STE-041,Fillers2,STE-041_mono.wav,Fillers2/mono/STE-041_mono.wav,filler2_A1_крем_компания__френските__A,4,,
,,filler2,A2,компания,компании,компании,f,sg,m,pl,Аптекарите продаваха,рекламираните от,,френски,фармацевтични,компании,крем,кремове,крема,,A,Аптекарите продаваха рекламираните от френски фармацевтични компании,крем,STE-042,Fillers2,STE-042_mono.wav,Fillers2/mono/STE-042_mono.wav,filler2_A2_крем_компания__френски_фармацевтични_B,5,,
,,filler2,A0,стена,стени,стени,f,sg,m,pl,Собствениците съзряха,хвърлените по,,,,стените,камък,камъни,камъка,,A,Собствениците съзряха хвърлените по стените,камък,STE-043,Fillers2,STE-043_mono.wav,Fillers2/mono/STE-043_mono.wav,filler2_A0_камък_стена____B,3,,
,,filler2,A1,стена,стени,стени,f,sg,m,pl,Собствениците съзряха,хвърлените по,,външните,,стени,камък,камъни,камъка,,A,Собствениците съзряха хвърлените по външните стени,камък,STE-044,Fillers2,STE-044_mono.wav,Fillers2/mono/STE-044_mono.wav,filler2_A1_камък_стена__външните__C,4,,
,,filler2,A2,стена,стени,стени,f,sg,m,pl,Собствениците съзряха,хвърлените по,,външните,белосани,стени,камък,камъни,камъка,,A,Собствениците съзряха хвърлените по външните белосани стени,камък,STE-045,Fillers2,STE-045_mono.wav,Fillers2/mono/STE-045_mono.wav,filler2_A2_камък_стена__външните_белосани_A,5,,
,,filler2,A0,среща,срещи,срещи,f,sg,m,pl,Коректорите провериха,разписаните след,,,,срещите,документ,документи,документа,,A,Коректорите провериха разписаните след срещите,документ,STE-046,Fillers2,STE-046_mono.wav,Fillers2/mono/STE-046_mono.wav,filler2_A0_документ_среща____A,3,,
,,filler2,A1,среща,срещи,срещи,f,sg,m,pl,Коректорите провериха,разписаните след,,късните,,срещи,документ,документи,документа,,A,Коректорите провериха разписаните след късните срещи,документ,STE-047,Fillers2,STE-047_mono.wav,Fillers2/mono/STE-047_mono.wav,filler2_A1_документ_среща__късните__B,4,,
,,filler2,A2,среща,срещи,срещи,f,sg,m,pl,Коректорите провериха,разписаните след,,късните,среднощни,срещи,документ,документи,документа,,A,Коректорите провериха разписаните след късните среднощни срещи,документ,STE-048,Fillers2,STE-048_mono.wav,Fillers2/mono/STE-048_mono.wav,filler2_A2_документ_среща__късните_среднощни_C,5,,
,,filler2,A0,девойка,девойки,девойки,f,sg,m,pl,Злосторници откъснаха,засадените от,,,,девойките,карамфил,карамфили,карамфила,,A,Злосторници откъснаха засадените от девойките,карамфил,STE-049,Fillers2,STE-049_mono.wav,Fillers2/mono/STE-049_mono.wav,filler2_A0_карамфил_девойка____C,3,,
,,filler2,A1,девойка,девойки,девойки,f,sg,m,pl,Злосторници откъснаха,засадените от,,напетите,,девойки,карамфил,карамфили,карамфила,,A,Злосторници откъснаха засадените от напетите девойки,карамфил,STE-050,Fillers2,STE-050_mono.wav,Fillers2/mono/STE-050_mono.wav,filler2_A1_карамфил_девойка__напетите__A,4,,
,,filler2,A2,девойка,девойки,девойки,f,sg,m,pl,Злосторници откъснаха,засадените от,,напетите,русокоси,девойки,карамфил,карамфили,карамфила,,A,Злосторници откъснаха засадените от напетите русокоси девойки,карамфил,STE-051,Fillers2,STE-051_mono.wav,Fillers2/mono/STE-051_mono.wav,filler2_A2_карамфил_девойка__напетите_русокоси_B,5,,
,,filler2,A0,фермерка,фермерки,фермерки,f,sg,m,pl,Шофьорите натовариха,отгледаните от,,,,фермерките,овен,овни,овена,овени,A,Шофьорите натовариха отгледаните от фермерките,овен,STE-052,Fillers2,STE-052_mono.wav,Fillers2/mono/STE-052_mono.wav,filler2_A0_овен_фермерка____B,3,,
,,filler2,A1,фермерка,фермерки,фермерки,f,sg,m,pl,Шофьорите натовариха,отгледаните от,,старите,,фермерки,овен,овни,овена,овени,A,Шофьорите натовариха отгледаните от старите фермерки,овен,STE-053,Fillers2,STE-053_mono.wav,Fillers2/mono/STE-053_mono.wav,filler2_A1_овен_фермерка__старите__C,4,,
,,filler2,A2,фермерка,фермерки,фермерки,f,sg,m,pl,Шофьорите натовариха,отгледаните от,,старите,побелели,фермерки,овен,овни,овена,овени,A,Шофьорите натовариха отгледаните от старите побелели фермерки,овен,STE-054,Fillers2,STE-054_mono.wav,Fillers2/mono/STE-054_mono.wav,filler2_A2_овен_фермерка__старите_побелели_A,5,,
,,filler2,A0,шивачка,шивачки,шивачки,f,sg,m,pl,Младежите изкупиха,разкроените от,,,,шивачките,панталон,панталони,панталона,,A,Младежите изкупиха разкроените от шивачките,панталон,STE-055,Fillers2,STE-055_mono.wav,Fillers2/mono/STE-055_mono.wav,filler2_A0_панталон_шивачка____A,3,,
,,filler2,A1,шивачка,шивачки,шивачки,f,sg,m,pl,Младежите изкупиха,разкроените от,,модните,,шивачки,панталон,панталони,панталона,,A,Младежите изкупиха разкроените от модните шивачки,панталон,STE-056,Fillers2,STE-056_mono.wav,Fillers2/mono/STE-056_mono.wav,filler2_A1_панталон_шивачка__модните__B,4,,
,,filler2,A2,шивачка,шивачки,шивачки,f,sg,m,pl,Младежите изкупиха,разкроените от,,модните,парижки,шивачки,панталон,панталони,панталона,,A,Младежите изкупиха разкроените от модните парижки шивачки,панталон,STE-057,Fillers2,STE-057_mono.wav,Fillers2/mono/STE-057_mono.wav,filler2_A2_панталон_шивачка__модните_парижки_C,5,,
,,filler2,A0,домакиня,домакини,домакини,f,sg,m,pl,Децата подредиха,почистените от,,,,домакините,гардероб,гардероби,гардероба,,A,Децата подредиха почистените от домакините,гардероб,STE-058,Fillers2,STE-058_mono.wav,Fillers2/mono/STE-058_mono.wav,filler2_A0_гардероб_домакиня____C,3,,
,,filler2,A1,домакиня,домакини,домакини,f,sg,m,pl,Децата подредиха,почистените от,,сръчните,,домакини,гардероб,гардероби,гардероба,,A,Децата подредиха почистените от сръчните домакини,гардероб,STE-059,Fillers2,STE-059_mono.wav,Fillers2/mono/STE-059_mono.wav,filler2_A1_гардероб_домакиня__сръчните__A,4,,
,,filler2,A2,домакиня,домакини,домакини,f,sg,m,pl,Децата подредиха,почистените от,,сръчните,трудолюбиви,домакини,гардероб,гардероби,гардероба,,A,Децата подредиха почистените от сръчните трудолюбиви домакини,гардероб,STE-060,Fillers2,STE-060_mono.wav,Fillers2/mono/STE-060_mono.wav,filler2_A2_гардероб_домакиня__сръчните_трудолюбиви_B,5,,
,,filler2,A0,фирма,фирми,фирми,f,sg,m,pl,Работниците окачиха,подарените от,,,,фирмите,портрет,портрети,портрета,,A,Работниците окачиха подарените от фирмите,портрет,STE-061,Fillers2,STE-061_mono.wav,Fillers2/mono/STE-061_mono.wav,filler2_A0_портрет_фирма____B,3,,
,,filler2,A1,фирма,фирми,фирми,f,sg,m,pl,Работниците окачиха,подарените от,,успешните,,фирми,портрет,портрети,портрета,,A,Работниците окачиха подарените от успешните фирми,портрет,STE-062,Fillers2,STE-062_mono.wav,Fillers2/mono/STE-062_mono.wav,filler2_A1_портрет_фирма__успешните__C,4,,
,,filler2,A2,фирма,фирми,фирми,f,sg,m,pl,Работниците окачиха,подарените от,,успешните,търговски,фирми,портрет,портрети,портрета,,A,Работниците окачиха подарените от успешните търговски фирми,портрет,STE-063,Fillers2,STE-063_mono.wav,Fillers2/mono/STE-063_mono.wav,filler2_A2_портрет_фирма__успешните_търговски_A,5,,
,,filler2,A0,жена,жени,жени,f,sg,m,pl,Въстаниците развяваха,ушитите от,,,,жените,байрак,байраци,байрака,,A,Въстаниците развяваха ушитите от жените,байрак,STE-064,Fillers2,STE-064_mono.wav,Fillers2/mono/STE-064_mono.wav,filler2_A0_байрак_жена____A,3,,
,,filler2,A1,жена,жени,жени,f,sg,m,pl,Въстаниците развяваха,ушитите от,,безстрашните,,жени,байрак,байраци,байрака,,A,Въстаниците развяваха ушитите от безстрашните жени,байрак,STE-065,Fillers2,STE-065_mono.wav,Fillers2/mono/STE-065_mono.wav,filler2_A1_байрак_жена__безстрашните__B,4,,
,,filler2,A2,жена,жени,жени,f,sg,m,pl,Въстаниците развяваха,ушитите от,,безстрашните,непокорни,жени,байрак,байраци,байрака,,A,Въстаниците развяваха ушитите от безстрашните непокорни жени,байрак,STE-066,Fillers2,STE-066_mono.wav,Fillers2/mono/STE-066_mono.wav,filler2_A2_байрак_жена__безстрашните_непокорни_C,5,,
,,filler2,A0,стопанка,стопанки,стопанки,f,sg,m,pl,Журито оценяваше,обучените от,,,,стопанките,далматинец,далматинци,далматинеца,,A,Журито оценяваше обучените от стопанките,далматинец,STE-067,Fillers2,STE-067_mono.wav,Fillers2/mono/STE-067_mono.wav,filler2_A0_далматинец_стопанка____C,3,,
,,filler2,A1,стопанка,стопанки,стопанки,f,sg,m,pl,Журито оценяваше,обучените от,,усърдните,,стопанки,далматинец,далматинци,далматинеца,,A,Журито оценяваше обучените от усърдните стопанки,далматинец,STE-068,Fillers2,STE-068_mono.wav,Fillers2/mono/STE-068_mono.wav,filler2_A1_далматинец_стопанка__усърдните__A,4,,
,,filler2,A2,стопанка,стопанки,стопанки,f,sg,m,pl,Журито оценяваше,обучените от,,усърдните,упорити,стопанки,далматинец,далматинци,далматинеца,,A,Журито оценяваше обучените от усърдните упорити стопанки,далматинец,STE-069,Fillers2,STE-069_mono.wav,Fillers2/mono/STE-069_mono.wav,filler2_A2_далматинец_стопанка__усърдните_упорити_B,5,,
,,filler2,A0,художничка,художнички,художнички,f,sg,m,pl,Кметът посети,реставрираните от,,,,художничките,дворец,дворци,двореца,,A,Кметът посети реставрираните от художничките,дворец,STE-070,Fillers2,STE-070_mono.wav,Fillers2/mono/STE-070_mono.wav,filler2_A0_дворец_художничка____B,3,,
,,filler2,A1,художничка,художнички,художнички,f,sg,m,pl,Кметът посети,реставрираните от,,дипломираните,,художнички,дворец,дворци,двореца,,A,Кметът посети реставрираните от дипломираните художнички,дворец,STE-071,Fillers2,STE-071_mono.wav,Fillers2/mono/STE-071_mono.wav,filler2_A1_дворец_художничка__дипломираните__C,4,,
,,filler2,A2,художничка,художнички,художнички,f,sg,m,pl,Кметът посети,реставрираните от,,дипломираните,италиански,художнички,дворец,дворци,двореца,,A,Кметът посети реставрираните от дипломираните италиански художнички,дворец,STE-072,Fillers2,STE-072_mono.wav,Fillers2/mono/STE-072_mono.wav,filler2_A2_дворец_художничка__дипломираните_италиански_A,5,,
,,filler3,A0,дъжд,дъждове,дъжда,m,sg,f,pl,Момичетата изпраха,намокрените от,,,,дъждовете,рокля,рокли,рокли,,A,Момичетата изпраха намокрените от дъждовете,рокля,STE-001,Fillers3,STE-001_mono.wav,Fillers3/mono/STE-001_mono.wav,filler3_A0_рокля_дъжд____A,3,,
,,filler3,A1,дъжд,дъждове,дъжда,m,sg,f,pl,Момичетата изпраха,намокрените от,,проливните,,дъждове,рокля,рокли,рокли,,A,Момичетата изпраха намокрените от проливните дъждове,рокля,STE-002,Fillers3,STE-002_mono.wav,Fillers3/mono/STE-002_mono.wav,filler3_A1_рокля_дъжд__проливните__B,4,,
,,filler3,A2,дъжд,дъждове,дъжда,m,sg,f,pl,Момичетата изпраха,намокрените от,,проливните,майски,дъждове,рокля,рокли,рокли,,A,Момичетата изпраха намокрените от проливните майски дъждове,рокля,STE-003,Fillers3,STE-003_mono.wav,Fillers3/mono/STE-003_mono.wav,filler3_A2_рокля_дъжд__проливните_майски_C,5,,
,,filler3,A0,фотоапарат,фотоапарати,фотоапарата,m,sg,f,pl,Стажантът разпечатa,направените с,,,,фотоапаратите,снимка,снимки,снимки,,A,Стажантът разпечатa направените с фотоапаратите,снимка,STE-004,Fillers3,STE-004_mono.wav,Fillers3/mono/STE-004_mono.wav,filler3_A0_снимка_фотоапарат____C,3,,
,,filler3,A1,фотоапарат,фотоапарати,фотоапарата,m,sg,f,pl,Стажантът разпечатa,направените със,,съвременните,,фотоапарати,снимка,снимки,снимки,,A,Стажантът разпечатa направените със съвременните фотоапарати,снимка,STE-005,Fillers3,STE-005_mono.wav,Fillers3/mono/STE-005_mono.wav,filler3_A1_снимка_фотоапарат__съвременните__A,4,,
,,filler3,A2,фотоапарат,фотоапарати,фотоапарата,m,sg,f,pl,Стажантът разпечатa,направените със,,съвременните,японски,фотоапарати,снимка,снимки,снимки,,A,Стажантът разпечатa направените със съвременните японски фотоапарати,снимка,STE-006,Fillers3,STE-006_mono.wav,Fillers3/mono/STE-006_mono.wav,filler3_A2_снимка_фотоапарат__съвременните_японски_B,5,,
,,filler3,A0,зоомагазин,зоомагазини,зоомагазина,m,sg,f,pl,Минувачите видяха,избягалите от,,,,зоомагазините,котка,котки,котки,,A,Минувачите видяха избягалите от зоомагазините,котка,STE-007,Fillers3,STE-007_mono.wav,Fillers3/mono/STE-007_mono.wav,filler3_A0_котка_зоомагазин____B,3,,
,,filler3,A1,зоомагазин,зоомагазини,зоомагазина,m,sg,f,pl,Минувачите видяха,избягалите от,,близките,,зоомагазини,котка,котки,котки,,A,Минувачите видяха избягалите от близките зоомагазини,котка,STE-008,Fillers3,STE-008_mono.wav,Fillers3/mono/STE-008_mono.wav,filler3_A1_котка_зоомагазин__близките__C,4,,
,,filler3,A2,зоомагазин,зоомагазини,зоомагазина,m,sg,f,pl,Минувачите видяха,избягалите от,,близките,специализирани,зоомагазини,котка,котки,котки,,A,Минувачите видяха избягалите от близките специализирани зоомагазини,котка,STE-009,Fillers3,STE-009_mono.wav,Fillers3/mono/STE-009_mono.wav,filler3_A2_котка_зоомагазин__близките_специализирани_A,5,,
,,filler3,A0,хладилник,хладилници,хладилника,m,sg,f,pl,Готвачите приготвиха,замразените в,,,,хладилниците,пъстърва,пъстърви,пъстърви,,A,Готвачите приготвиха замразените в хладилниците,пъстърва,STE-010,Fillers3,STE-010_mono.wav,Fillers3/mono/STE-010_mono.wav,filler3_A0_пъстърва_хладилник____A,3,,
,,filler3,A1,хладилник,хладилници,хладилника,m,sg,f,pl,Готвачите приготвиха,замразените в,,черните,,хладилници,пъстърва,пъстърви,пъстърви,,A,Готвачите приготвиха замразените в черните хладилници,пъстърва,STE-011,Fillers3,STE-011_mono.wav,Fillers3/mono/STE-011_mono.wav,filler3_A1_пъстърва_хладилник__черните__B,4,,
,,filler3,A2,хладилник,хладилници,хладилника,m,sg,f,pl,Готвачите приготвиха,замразените в,,черните,домашни,хладилници,пъстърва,пъстърви,пъстърви,,A,Готвачите приготвиха замразените в черните домашни хладилници,пъстърва,STE-012,Fillers3,STE-012_mono.wav,Fillers3/mono/STE-012_mono.wav,filler3_A2_пъстърва_хладилник__черните_домашни_C,5,,
,,filler3,A0,съдия,съдии,съдии,m,sg,f,pl,Полицаите охраняваха,осъдените от,,,,съдиите,терористка,терористки,терористки,,A,Полицаите охраняваха осъдените от съдиите,терористка,STE-013,Fillers3,STE-013_mono.wav,Fillers3/mono/STE-013_mono.wav,filler3_A0_терористка_съдия____C,3,,
,,filler3,A1,съдия,съдии,съдии,m,sg,f,pl,Полицаите охраняваха,осъдените от,,безкомпромисните,,съдии,терористка,терористки,терористки,,A,Полицаите охраняваха осъдените от безкомпромисните съдии,терористка,STE-014,Fillers3,STE-014_mono.wav,Fillers3/mono/STE-014_mono.wav,filler3_A1_терористка_съдия__безкомпромисните__A,4,,
,,filler3,A2,съдия,съдии,съдии,m,sg,f,pl,Полицаите охраняваха,осъдените от,,безкомпромисните,неподкупни,съдии,терористка,терористки,терористки,,A,Полицаите охраняваха осъдените от безкомпромисните неподкупни съдии,терористка,STE-015,Fillers3,STE-015_mono.wav,Fillers3/mono/STE-015_mono.wav,filler3_A2_терористка_съдия__безкомпромисните_неподкупни_B,5,,
,,filler3,A0,учител,учители,учителя,m,sg,f,pl,Педагозите обсъждаха,коригираните от,,,,учителите,работа,работи,работи,,A,Педагозите обсъждаха коригираните от учителите,работа,STE-016,Fillers3,STE-016_mono.wav,Fillers3/mono/STE-016_mono.wav,filler3_A0_работа_учител____B,3,,
,,filler3,A1,учител,учители,учителя,m,sg,f,pl,Педагозите обсъждаха,коригираните от,,старателните,,учители,работа,работи,работи,,A,Педагозите обсъждаха коригираните от старателните учители,работа,STE-017,Fillers3,STE-017_mono.wav,Fillers3/mono/STE-017_mono.wav,filler3_A1_работа_учител__старателните__C,4,,
,,filler3,A2,учител,учители,учителя,m,sg,f,pl,Педагозите обсъждаха,коригираните от,,старателните,гимназиални,учители,работа,работи,работи,,A,Педагозите обсъждаха коригираните от старателните гимназиални учители,работа,STE-018,Fillers3,STE-018_mono.wav,Fillers3/mono/STE-018_mono.wav,filler3_A2_работа_учител__старателните_гимназиални_A,5,,
,,filler3,A0,селянин,селяни,селянина,m,sg,f,pl,Бригадата зася,обработените от,,,,селяните,нива,ниви,ниви,,A,Бригадата зася обработените от селяните,нива,STE-019,Fillers3,STE-019_mono.wav,Fillers3/mono/STE-019_mono.wav,filler3_A0_нива_селянин____A,3,,
,,filler3,A1,селянин,селяни,селянина,m,sg,f,pl,Бригадата зася,обработените от,,загорелите,,селяни,нива,ниви,ниви,,A,Бригадата зася обработените от загорелите селяни,нива,STE-020,Fillers3,STE-020_mono.wav,Fillers3/mono/STE-020_mono.wav,filler3_A1_нива_селянин__загорелите__B,4,,
,,filler3,A2,селянин,селяни,селянина,m,sg,f,pl,Бригадата зася,обработените от,,загорелите,засмени,селяни,нива,ниви,ниви,,A,Бригадата зася обработените от загорелите засмени селяни,нива,STE-021,Fillers3,STE-021_mono.wav,Fillers3/mono/STE-021_mono.wav,filler3_A2_нива_селянин__загорелите_засмени_C,5,,
,,filler3,A0,народ,народи,народа,m,sg,f,pl,Хората спазваха,характерните за,,,,народите,традиция,традиции,традиции,,A,Хората спазваха характерните за народите,традиция,STE-022,Fillers3,STE-022_mono.wav,Fillers3/mono/STE-022_mono.wav,filler3_A0_традиция_народ____C,3,,
,,filler3,A1,народ,народи,народа,m,sg,f,pl,Хората спазваха,характерните за,,древните,,народи,традиция,традиции,традиции,,A,Хората спазваха характерните за древните народи,традиция,STE-023,Fillers3,STE-023_mono.wav,Fillers3/mono/STE-023_mono.wav,filler3_A1_традиция_народ__древните__A,4,,
,,filler3,A2,народ,народи,народа,m,sg,f,pl,Хората спазваха,характерните за,,древните,ескимоски,народи,традиция,традиции,традиции,,A,Хората спазваха характерните за древните ескимоски народи,традиция,STE-024,Fillers3,STE-024_mono.wav,Fillers3/mono/STE-024_mono.wav,filler3_A2_традиция_народ__древните_ескимоски_B,5,,
,,filler3,A0,стопанин,стопани,стопанина,m,sg,f,pl,Пастирите изведоха,издоените от,,,,стопаните,крава,крави,крави,,A,Пастирите изведоха издоените от стопаните,крава,STE-025,Fillers3,STE-025_mono.wav,Fillers3/mono/STE-025_mono.wav,filler3_A0_крава_стопанин____B,3,,
,,filler3,A1,стопанин,стопани,стопанина,m,sg,f,pl,Пастирите изведоха,издоените от,,отрудените,,стопани,крава,крави,крави,,A,Пастирите изведоха издоените от отрудените стопани,крава,STE-026,Fillers3,STE-026_mono.wav,Fillers3/mono/STE-026_mono.wav,filler3_A1_крава_стопанин__отрудените__C,4,,
,,filler3,A2,стопанин,стопани,стопанина,m,sg,f,pl,Пастирите изведоха,издоените от,,отрудените,селски,стопани,крава,крави,крави,,A,Пастирите изведоха издоените от отрудените селски стопани,крава,STE-027,Fillers3,STE-027_mono.wav,Fillers3/mono/STE-027_mono.wav,filler3_A2_крава_стопанин__отрудените_селски_A,5,,
